25.7829 0 0 0 0.031662 0.16699 0 24.2124 0 0 0 -0.0397902 0.201162 0 23.1783 0 0 0 -0.0407775 0.149518 0 23.114 0 0 0 0.0365331 -0.0146215 -0 23.2914 0 0 0 0.0282454 -0.0278335 -0 23.4748 0 0 0 0.0301653 -0.0258999 -0 23.5512 0 0 0 0.00827532 -0.00561552 -0 23.4797 0 0 0 -0.037831 0.0122931 0 23.453 0 0 0 -0.039804 -0.00344075 0 23.493 0 0 0 -0.0386774 -0.00897247 0 0.104873 0.076391 0 0 1.12986 1.39398e-06 0.885807 1.88399e-06 1 
15.5782 0 0 0 0.0394227 -0.000172916 0 15.5891 0 0 0 0.00998782 -0.00075383 0 15.603 0 0 0 -0.0399348 -0.00352581 0 15.6369 0 0 0 -0.0395208 -0.00325623 0 15.6508 0.0118859 0.00117297 0 -0.0398883 3.85648e-05 0 15.6505 0.0396729 -0.000661932 0 -0.0398665 1.2064e-05 0 15.6532 0.0397275 -0.000296485 0 -0.0392302 -0.00260162 0 15.6526 0.0395102 0.000110295 0 0.0393332 0.00118927 0 15.6551 0.0394826 0.000529509 0 0.0398332 -0.00142931 0 15.6863 0.0400964 0.00345378 0 0.03952 0.000662133 0 0.194923 0.0759109 0 0 3.58207 1.5992e-06 1.41305 2.68924e-06 1 
15.2324 -0.0399499 -0.00611693 -0 -0.000182326 -0.118359 0 17.2264 -0.0392514 -0.00375175 -0 -0.0765429 -0.0775792 0 17.2964 -0.0394262 -0.00509458 -0 -0.115271 0.0268553 -0 16.6957 -0.0397288 -0.00066987 -0 -0.032559 0.111396 0 15.9102 -0.0397617 -0.000677188 -0 0.118089 -0.00789886 0 16.3783 -0.0401041 -0.00432885 -0 0.044309 -0.103615 0 16.8869 -0.039887 -0.0066097 -0 -0.043699 -0.0998394 0 16.9564 -0.0396177 -0.00231394 -0 -0.0289938 0.0242412 -0 16.8287 -0.0396146 -0.0032569 -0 -0.0120304 0.0342778 -0 16.4881 -0.0396422 0.00059346 -0 0.0544804 0.0344928 0 0.114955 0.0888396 0 0 6.15887 2.04364e-06 4.72753 2.63418e-06 1 
17.8676 -0.0227775 -0.0229792 -0.000211886 -0.0266582 0.111596 0.001029 17.0623 -0.0397996 -0.00664931 -6.92471e-05 -0.0250398 0.106062 0.00110455 16.0915 -0.039239 -0.00302128 -3.61153e-05 -0.0271003 0.115205 0.00137713 15.3732 -0.0391951 -0.00331532 -4.46819e-05 -0.078306 0.0828626 0.00111677 14.9622 -0.0391587 -0.00283684 -4.20968e-05 -0.0946047 0.0536163 0.000795628 14.4784 -0.0394816 -0.00264674 -4.33624e-05 -0.101609 0.0519326 0.00085083 14.1336 -0.0392957 -0.00497522 -8.42855e-05 -0.0994816 0.0445016 0.000753903 13.9584 -0.0393055 -0.00702745 -0.00011254 -0.10978 0.0381603 0.000611114 13.9797 -0.0395907 -0.00795165 -0.000119257 -0.0988275 -0.0632845 -0.000949124 14.804 -0.0393424 -0.00494452 -6.60715e-05 0.0168131 -0.105295 -0.00140701 0.0631383 0.14402 0 0 3.40313 1.5781e-06 1.15985 1.73317e-06 1 
7.13493 0 0 0 0.113813 -0.0332392 0 7.46743 0 0 0 0.100835 -0.0443 0 7.76527 0 0 0 0.0884931 -0.0687382 0 8.57383 0 0 0 0.0715336 -0.0853016 0 9.31738 0 0 0 0.0694887 -0.0947814 0 10.1357 0 0 0 0.0629229 -0.0971787 0 10.4624 0 0 0 0.0596595 -0.0963255 0 11.619 0 0 0 0.0554781 -0.103023 0 12.1311 0 0 0 0.0504278 -0.0989381 0 12.7178 0 0 0 0.09315 -0.0690712 0 0.111076 0.207783 0 0 11.7888 0.957939 4.10113 0.457187 1 
20.1438 0 0 0 -0.135108 0.117369 0 10.088 0 0 0 -0.0782754 0.107918 0 9.0104 0 0 0 -0.155118 0.0603132 0 8.72782 0 0 0 -0.134119 0.0228993 0 8.67514 0 0 0 -0.128539 0.0137312 0 8.62668 0 0 0 -0.128854 -0.0015082 0 8.68093 0 0 0 -0.114124 -0.0128652 0 9.36733 0 0 0 -0.0650847 -0.0964498 0 9.98178 0 0 0 -0.0677483 -0.109853 0 10.6781 0 0 0 -0.0653573 -0.116054 0 0.0946659 0.118646 0 0 26.667 0.83644 14.6699 1.26859 1 
11.6107 0 0 0 -0.0796748 -0.157544 0 12.9698 0 0 0 -0.0785698 -0.177895 -0 14.1204 0 0 0 -0.0731687 -0.183088 -0 15.3308 0 0 0 -0.0294406 -0.0809442 -0 15.7453 0 0 0 -0.028668 -0.0812174 -0.0007657 15.6578 0 0 0 0.0073531 0.020705 0 15.5718 0 0 0 0.00119377 0.00334122 0 15.615 0 0 0 -0.00265432 -0.00745114 -0 15.6329 0 0 0 -0.0153566 -0.0289965 -0 15.8569 0 0 0 0.0023396 -0.0377179 -0.000353094 0.0233924 0.0807299 0 0 3.29044 0.0905836 1.06307 0.0716132 1 
27.5879 0 0 0 0.102604 0.0277838 0.000149493 28.2233 0 0 0 0.0770308 -0.0270475 -0 28.2088 0 0 0 -0.00700566 0.00244765 0 28.1745 0 0 0 -0.0213214 0.00736691 0 28.1733 0 0 0 0.0169836 -0.00586614 -0 28.1694 0 0 0 -0.00521393 0.00179759 0 28.3182 0 0 0 0.00599415 -0.0322596 -0 28.4311 0 0 0 -0.0131367 -0.0354362 0 28.7634 0 0 0 -0.0976164 -0.0497653 0 29.1352 0 0 0 -0.101894 -0.0551267 0 0.0855623 0.143952 0 0 11.1985 0.362373 11.7754 0.578529 1 
19.8374 0.0394022 -0.00269093 -2.01359e-05 0.114033 -0.0317024 -0.000237225 19.9418 0.0399682 0.000235224 1.75094e-06 0.11513 0.00340118 2.53174e-05 19.7349 0.0399046 0.000101662 0 0.100076 0.0367588 0 19.3232 0.0394686 -0.00538766 0 0.107934 0.0355104 0 18.9783 0.0396883 -0.00495631 0 0.10501 0.0423089 0 18.6172 0.0393377 -0.00287009 0 0.107237 0.0502764 0 18.1946 0.0396184 -0.00196768 0 0.102824 0.0445737 0 17.8037 0.0200355 -0.0192466 0 0.108397 0.0429478 0 17.4185 0.0198725 -0.0195548 0 0.106723 0.0380425 0 17.1841 0.020136 -0.0185948 0 0.104373 0.0355538 0 0.052394 0.0873796 0 0 4.83944 0.0679334 0.503697 0.0716083 1 
20.0362 -0.019291 -0.0199639 -0.000147905 -0.0792943 0.090867 0.0006732 19.3431 -0.0194141 -0.0194712 -0.000149425 -0.0751747 0.0827297 0.00063488 18.671 -0.019339 -0.0209024 -0.000166182 -0.0781825 0.0825326 0.000656165 17.9713 -0.0190771 -0.0218021 -0.000180085 -0.0834961 0.0840505 0.000694255 17.2891 -0.0191586 -0.0221724 -0.00019037 -0.0820104 0.0784912 0.000673916 16.6576 -0.0190574 -0.0220615 -0.0001966 -0.0822909 0.0749562 0.000667967 16.1425 -0.0190743 -0.0200253 0 -0.0891789 0.0780118 0 15.5246 -0.0191284 -0.021032 0 -0.0849752 0.070026 0 14.8108 -0.0191012 -0.0201944 0 -0.0956003 0.0697809 0 14.2601 -0.0187084 -0.0201834 0 -0.0990903 0.0606907 0 0.0758072 0.138705 0 0 4.09243 0.135899 0.352775 0.14325 1 
13.6708 -0.0191041 -0.0221406 0 -0.0950565 -0.0662113 0 14.0089 -0.0190114 -0.0221394 0 -0.0905021 -0.0683323 0 14.1012 -0.0192305 -0.0223652 0 -0.087297 -0.0676842 0 14.5826 -0.0187041 -0.020653 0 -0.090248 -0.0765779 0 14.9756 -0.018518 -0.0213461 0 -0.0864819 -0.0783302 0 15.2457 -0.0188666 -0.0203662 0 -0.0807054 -0.0761991 0 16.0288 -0.018713 -0.020166 0 -0.08131 -0.081535 0 16.4266 -0.0185984 -0.0228871 0 -0.0758473 -0.0782595 0 16.5603 -0.019243 -0.0219382 0 -0.0798579 -0.0820425 0 17.007 -0.0191818 -0.022383 0 -0.0818865 -0.0858671 0 0.0658409 0.0827017 0 0 5.4993 0.321098 0.645884 0.151936 1 
14.8582 -0.018825 -0.0223685 -0.000211759 -0.103282 -0.0404649 -0.000383075 15.0247 -0.0186589 -0.0226832 -0.000212359 -0.108352 -0.0476267 -0.000445878 15.1846 -0.0188163 -0.0202575 -0.000187651 -0.102748 -0.0498157 -0.000461459 15.3714 -0.0187365 -0.0208753 -0.000191025 -0.0987239 -0.0449371 -0.00041121 15.5882 -0.0188883 -0.0201689 -0.000181994 -0.105313 -0.0515779 -0.000465411 15.7805 -0.0186642 -0.0203799 -0.000181656 -0.106097 -0.0249145 -0.000222075 15.8093 -0.0183171 -0.0227792 -0.000202673 -0.115971 -0.0236545 -0.000210461 15.8168 -0.0183342 -0.0227028 -0.000201897 -0.11328 -0.021555 -0.000191689 15.7532 -0.018899 -0.0226459 -0.000202205 -0.110985 -0.0223564 -0.000199619 15.8395 -0.0185333 -0.0207804 -0.000194748 -0.11616 -0.0296772 -0.000278126 0.0558652 0.0602596 0 0 6.16219 1.98079e-06 0.374658 3.30758e-06 1 
14.1879 -0.0186636 -0.0227323 -0 -0.114019 0.0367576 -0 13.8975 -0.0190608 -0.0201547 -0 -0.107908 0.0311499 -0 13.5807 -0.0189865 -0.0212666 -0 -0.109342 0.0263231 -0 13.3314 -0.0190219 -0.0202312 -0 -0.115948 0.0237651 -0 13.075 -0.0188751 -0.0199485 -0 -0.113659 0.0172725 -0 12.8558 -0.0186796 -0.022571 -0 -0.10605 0.0110233 -0 12.6607 -0.0184463 -0.0225779 -0 -0.119275 0.00606002 -0 12.5085 -0.0182894 -0.0230511 -0 -0.110657 -6.91701e-05 -0 12.3848 -0.0182352 -0.0220854 -0 -0.113337 -0.0041816 -0 12.2875 -0.0182078 -0.0208077 -0 -0.118407 -0.00114042 -0 0.0896736 0.0890477 0 0 7.17294 0.290035 0.355308 0.113241 1 
10.7697 -0.0187464 -0.0223618 -0.000308238 -0.0945358 -0.0717605 -0.000989154 11.495 -0.0189729 -0.0222 -0.000286696 -0.0608784 -0.0872889 -0.00112727 12.0121 -0.0191184 -0.0200042 -0.000247216 -0.0659324 -0.100203 -0.00123833 12.2112 -0.0191147 -0.021071 -0.000256153 -0.0621744 -0.096169 -0.0011691 12.731 -0.0194497 -0.0198476 -0.000231428 -0.05705 -0.0928526 -0.00108269 13.2735 -0.0191911 -0.0196909 -0.000208668 -0.0597603 -0.102159 -0.00108259 13.6726 -0.0192677 -0.0222681 -0.000229091 -0.0579467 -0.102295 -0.00105239 14.2021 -0.0193165 -0.021873 -0.000216636 -0.051349 -0.0945734 -0.00093668 14.4817 -0.018916 -0.0225937 -0.000219452 -0.11717 -0.0260639 -0.000253158 14.3837 -0.0182296 -0.0217694 -0.000212887 -0.111907 -0.00732151 -7.15986e-05 0.0782867 0.126879 0 0 4.40405 2.23034e-06 1.41948 4.11261e-06 1 
15.879 -0.0187943 -0.022733 -0.000201374 -0.11285 -0.0305825 -0.000270906 15.5184 -0.018236 -0.0212304 -0.000192435 -0.100648 0.0628141 0.000569353 14.7934 -0.0188987 -0.0205258 -0.000195166 -0.0922364 0.0526191 0.000500319 14.3116 -0.018735 -0.0202376 -0.000198904 -0.106798 0.0555975 0.000546436 13.8065 -0.0187318 -0.0217508 -0.000221597 -0.100842 0.0474435 0.000483356 13.4266 -0.0189302 -0.0219595 -0.000230055 -0.0979159 0.051362 0.000538086 12.9643 -0.0188953 -0.0224065 -0.000243109 -0.108589 0.0470859 0.000510879 12.3334 -0.01805 -0.0215991 -0.000259972 -0.101953 0.030289 0.000364566 12.0558 -0.0181681 -0.0211457 -0.000260376 -0.114695 0.0296157 0.000364671 11.7567 -0.0180636 -0.0212469 -0.000268279 -0.110436 0.0222167 0.000280524 0.0807866 0.0861028 0 0 7.31834 2.3479e-06 0.743935 1.78621e-06 1 
10.93 -0.0182297 -0.0216982 0 -0.105164 0.0447799 -0 10.5364 -0.0182133 -0.0209004 0 -0.102403 0.0372952 -0 10.1626 -0.0182194 -0.0212435 0 -0.113489 0.0336006 -0 9.53091 -0.0182279 -0.0207242 0 -0.0611523 0.0960447 0 8.80071 -0.0188283 -0.0203232 0 -0.0616054 0.0903552 0 8.17813 -0.0189281 -0.0221548 0 -0.0700285 0.0969694 0 7.43303 -0.01865 -0.0224444 0 -0.0687702 0.0867552 0 6.42185 -0.0175225 -0.0237272 0 -0.0818968 0.0854506 0 5.82846 -0.0391025 -0.00661445 -0 -0.0837529 0.0783734 0 5.2981 -0.038885 -0.00807368 -0 -0.0823014 0.0685692 0 0.0691875 0.115794 0 0 7.91741 2.12533e-06 0.776829 3.74446e-06 1 
