0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.746948 198.556045 31.575258 0.839525 -0.467458 -0.276910 50.000000 1.776470 53 239.287750 1 0 0 0 0 31 0 1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0 0 0 0 0 0 0 -2007.096069 187.469680 26.539062 -2023.433715 197.179779 30.950481 -2007.096069 187.469680 26.539062 216 0.000000 0 0.000000 1545062808 77923761 
1 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.802368 198.463775 31.546161 0.862278 -0.431641 -0.264878 50.000000 1.776470 53 241.805633 1 0 0 0 0 31 0 1 -2009.949707 190.091064 27.539062 -0.001594 0.000739 0.000000 245.132110 1 0 0 0 0 31 0 0 1 -0.126159 -0.204345 0.214813 -2023.420654 197.188644 30.956539 -2010.244995 190.368057 27.753875 216 0.000000 193 0.000000 1545062808 77923873 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.845947 198.388656 31.503818 0.881104 -0.402981 -0.247509 50.000000 1.776470 53 243.931838 1 0 0 0 0 31 0 1 -2010.077026 190.150054 27.539062 -0.003173 0.001470 0.000000 245.132110 1 0 0 0 0 31 0 0 0 -2003.395385 187.198318 26.539062 -2023.411254 197.187225 30.960161 -2003.395385 187.198318 26.539062 216 0.000000 193 0.000000 1545062808 77924000 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.831909 198.451461 31.487091 0.872131 -0.425974 -0.240690 50.000000 1.776470 53 242.281234 1 0 0 0 0 31 0 1 -2010.038574 190.132232 27.539062 -0.004518 0.002094 0.000000 245.132110 1 0 0 0 0 31 0 0 0 -2002.448120 186.370025 26.539062 -2023.416381 197.187179 30.961362 -2002.448120 186.370025 26.539062 216 0.000000 193 0.000000 1545062809 77924217 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.845214 198.406875 31.492675 0.879371 -0.409480 -0.242964 50.000000 1.776470 53 243.428268 1 0 0 0 0 31 0 1 -2010.001098 190.076095 27.539062 0.015973 -0.028661 0.000000 201.482086 1 0 0 0 0 31 0 0 0 -2002.558715 186.639648 26.539062 -2023.419067 197.191925 30.962575 -2002.558715 186.639648 26.539062 216 0.000000 193 0.000000 1545062809 77924314 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.814819 198.471328 31.507522 0.865836 -0.433951 -0.249022 50.000000 1.776470 53 241.777648 1 0 0 0 0 31 0 1 -2010.402221 188.775253 27.539062 0.040866 -0.109786 0.000000 208.067199 1 0 0 0 0 31 0 0 0 -2004.457641 187.040344 26.539062 -2023.429199 197.189315 30.960826 -2004.457641 187.040344 26.539062 216 0.000000 193 0.000000 1545062809 77924798 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.760742 198.577484 31.527824 0.841960 -0.474215 -0.257336 50.000000 1.776470 53 238.616317 1 0 0 0 0 31 0 1 -2009.562011 187.555816 27.539062 0.034802 -0.112299 0.000000 199.286712 1 0 0 0 0 31 0 0 0 -2005.579101 186.086425 26.539062 -2023.445800 197.180252 30.956417 -2005.579101 186.086425 26.539062 216 0.000000 193 0.000000 1545062809 77925108 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.670776 198.735870 31.549814 0.802435 -0.533981 -0.266384 50.000000 1.776470 53 234.755569 1 0 0 0 0 31 0 1 -2009.265136 187.048309 27.539062 0.074012 -0.092752 0.000000 220.426452 1 0 0 0 0 31 0 0 0 -2006.871582 185.022613 26.539062 -2023.473510 197.176300 30.953990 -2006.871582 185.022613 26.539062 216 0.000000 193 0.000000 1545062810 77925242 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.612060 198.836090 31.553462 0.775918 -0.571127 -0.267890 50.000000 1.776470 53 232.041839 1 0 0 0 0 31 0 1 -2009.065917 186.831909 27.539062 0.081505 -0.084098 0.000000 225.941192 1 0 0 0 0 31 0 0 0 -2007.957641 183.941299 26.539062 -2023.507934 197.181167 30.956233 -2007.957641 183.941299 26.539062 216 0.000000 193 0.000000 1545062810 77925329 
0 -2023.497802 197.583404 30.272615 0.000000 0.000000 0.000000 -2025.552368 198.937942 31.553462 0.747710 -0.607588 -0.267890 50.000000 1.776470 53 229.859680 1 0 0 0 0 31 0 1 -2008.138305 186.183883 27.539062 0.103973 -0.041523 0.000000 253.284988 1 0 0 0 0 31 0 0 0 -2007.578125 183.752746 26.539062 -2023.499145 197.175918 30.955331 -2007.578125 183.752746 26.539062 216 0.000000 193 0.000000 1545062810 77925462 
