0.0739851 0.0997736 0.676648 0.256792 0.101284 0.00885024 -0.00728535 0.0354986 0.0384889 0.0264114 8.22328 1.97547 0.322295 0 1.69832 
0.0803674 0.136442 20.1961 0.0767357 0.119895 0.00787503 0.00725402 0.0261396 -0.0303257 0.0476085 8.12697 66.5125 2.01554e-06 0 1.64177 
0.127596 0.156472 0 0 0.122147 0.00625907 0.00151972 0.0117528 -0.0167182 0 9.62259 1.2551 1.74985e-06 0 0.0283628 
0.147668 0.110375 2.36849 0.000690703 0.120553 0.00771805 0.000417329 0.0292605 0.0173688 0.0251922 3.82314 1.20916 1.88738e-06 0 1.64177 
0.104702 0.129855 10.9075 0.0836966 0.116422 0.00252974 0.00358426 0.0281569 0.00116443 0.00346157 0.678251 0.476352 2.00044e-06 0 1.64177 
0.0579475 0.120719 0 0 0.124813 0.0150802 0.00112266 0.00157622 -0.000107013 0 7.80075 1.40263 0.570996 0 0.292343 
0.117543 0.10285 16.2913 0.48181 0.111941 0.00454384 0.0160413 0.0289562 0.00402462 0.00757969 2.83759 0.668723 2.52451e-05 0 1.64177 
0.206188 0.138518 0 0 0.11446 0.00389831 7.84563e-05 0.000787848 0.000583939 0 3.42691 1.99885 1.95832e-06 0 0.0283628 
0.100669 0.154234 1.87968 0.0231259 0.121237 0.00496824 0.000371335 0.00939296 -0.00673589 0.000843385 10.8021 0.837919 1.93496e-06 0 3.34272e-06 
0.152774 0.111696 0 0 0.117648 0.00485857 -0.00298138 0.0165844 0.000199387 0 2.00965 1.78339 1.79264e-06 0 0.0283628 
0.0835681 0.126737 12.9572 0.000346552 0.108496 0.00190544 -0.00612159 0.0176961 -0.000436825 0.011366 167.965 92.9371 1.20631e-06 0 1.64177 
0.083014 0.138546 0 0 0.125317 0.00561285 -0.000900717 0.0142117 0.00924573 0.00836335 5.1856 66.3866 0.330247 0 1.66197 
0.175548 0.16595 1.48033 0.0870661 0.107403 0.00550333 0.00786125 0.0244368 -0.016049 0.0256328 5.99053 1.00282 1.88336e-06 0 1.64177 
0.0801435 0.0941586 0 0 0.128113 0.0121057 -0.00176754 0.0197309 -0.0530227 0 14.01 2.12084 1.0074 0 0.274579 
0.0588106 0.0946427 0.0373805 1.82074e-05 0.111061 0.00724709 0.00626031 0.0344254 -0.0348436 0.00927973 170.229 135.512 1.6746e-06 0 1.64177 
0.0959441 0.191364 8.06777 0.000456535 0.13562 0.00450897 0.00345072 0.0195844 0.00417358 0.0249549 12.1527 0.825773 1.94278e-06 0 1.64177 
0.114504 0.0909626 0 0 0.159575 0.0210432 -0.000107599 0.00882494 0.00494858 0 23.4644 36.024 0.930842 0 0.194378 
0.0575373 0.142119 0 0 0.114732 0.00600047 -0.00216842 0.027841 0.0555562 0 2.38043 2.07166 1.46195e-06 0 0.0283629 
0.168952 0.102864 0 0 0.124742 0.00229414 -0.00212603 0.0121016 0.0221563 0 3.11071 0.588098 1.88336e-06 0 2.13389e-06 
0.0532437 0.129947 2.79535 0.000143636 0.166217 0.00672961 -0.00405194 0.0109965 0.000984509 0.000325916 163.323 92.9012 2.78586e-06 0 1.64177 
0.159847 0.164403 0 0 0.103552 0.00548844 0.00644056 0.0330508 -0.0670215 0 2.84891 1.96957 2.12536e-06 0 0.0283628 
0.20499 0.128697 16.4963 0.00013487 0.122678 0.00322121 -0.000935694 0.0111094 -0.010777 0.0152115 2.76188 0.882216 1.72806e-06 0 1.64177 
0.145558 0.151489 4.06211 0.173923 0.11597 0.00385987 -0.00125546 0.0115585 0.00574269 0.0132999 7.45522 0.755161 1.39836e-06 0 1.64177 
0.13871 0.100695 2.61926 0.0414537 0.143128 0.00505068 -0.00224712 0.0121924 0.00798153 0.0488107 11.0931 1.28222 1.95445e-06 0 2.87612e-06 
0.121424 0.0800535 0 0 0.160985 0.0121549 -0.00305286 0.0132032 -0.00797252 0 171.771 93.5795 0.0866047 0 0.0604708 
0.0882015 0.204372 17.9768 0.618131 0.0994438 0.00171519 -0.0107844 0.0411073 0.0380788 0.0121504 1.51384 0.54297 1.24952e-06 0 1.64177 
0.0666716 0.148006 0 0 0.142418 0.00614212 -0.00625169 0.0368599 0.0433315 0 7.46285 2.84729 0.0733904 0 0.0604764 
0.133784 0.11821 8.77626 0.529621 0.130692 0.0233243 -0.00651805 0.0352174 -0.00213393 0.00422384 12.4603 1.2075 0.110098 0 1.63874 
0.105686 0.146171 0 0 0.117381 0.0079219 -0.00198536 0.02897 -0.00853134 0 19.2519 1.71856 2.18061e-06 0 2.19082e-06 
0.168703 0.160132 19.4687 1.3744 0.122164 0.0232321 -0.00758484 0.031091 -0.0179179 0.0244285 13.7955 71.83 0.48916 0 1.85707 
0.179989 0.167423 1.27266 0.254654 0.103851 0.00204212 -0.00225114 0.00476052 -0.00612735 0.00677519 4.04874 0.367455 0.116863 0 1.65141 
0.0847601 0.152651 0.897996 0.689715 0.116255 0.0192173 -0.00254308 0.0138684 0.00907166 0.0305354 7.86133 0.852385 1.21763 0 0.27499 
0.125919 0.143491 5.93796 0.622747 0.135701 0.03187 -0.0005571 0.0260773 -0.0410401 0.0720307 8.90244 2.92541 0.911472 0 1.70731 
0.0725457 0.14634 1.82578 0.000388024 0.21379 0.00594215 -0.000109417 0.00813243 -0.0013131 0.000660157 11.1775 0.783921 3.22938e-06 0 1.64177 
0.0825292 0.0914764 0 0 0.153241 0.0220752 0.000182772 0.0111089 -0.0111932 0 21.59 1.24748 0.58808 0 0.449888 
0.170022 0.138939 6.02567 0.129116 0.111671 0.00238374 0.00192665 0.0323105 -0.00191036 0.00359022 0.933807 66.1328 1.70154e-06 0 1.64177 
0.134074 0.108877 0 0 0.124487 0.00323048 -0.00390149 0.0148444 -0.00801209 0 17.0027 0.969995 2.46419e-06 0 3.33335e-06 
0.087971 0.0946585 9.73672 0.000271825 0.108966 0.00482834 0.0153912 0.0388981 -0.0375658 0.0242664 181.93 92.6596 1.75849e-06 0 1.64177 
0.187998 0.160693 16.9862 1.47278 0.109522 0.0145364 0.00658801 0.0354811 0.00831396 0.0562808 6.3461 72.8767 1.06624e-06 0 1.79168 
0.10904 0.0734092 7.14146 0.267545 0.12629 0.00447801 0.00248001 0.00626898 -0.000917185 0.00103963 14.7249 1.32441 1.61469e-06 0 2.48992e-06 
0.0746773 0.100415 0.141489 0.000247486 0.113744 0.00286617 -0.00636148 0.0307833 0.031413 0.0463095 180.745 93.0061 2.04169e-06 0 1.64177 
0.200597 0.0553049 4.46169 0.0307848 0.11476 0.00514504 -9.37512e-06 0.0253932 0.000149589 0.0002294 6.65824 1.62268 2.52018e-06 0 1.79168 
0.0858555 0.0719709 0 0 0.14976 0.0132351 0.000255967 0.00833356 0.0168404 0 17.0488 1.31246 1.88738e-06 0 2.84661e-06 
0.0971399 0.133093 0 0 0.110895 0.00672534 0.0150503 0.0218575 0.000381634 0 4.33543 1.89307 1.4358e-06 0 1.95112e-06 
0.120396 0.0557193 0 0 0.146818 0.0334873 -0.00489398 0.0168209 0.0611681 0 11.2794 2.22133 2.03426e-06 0 2.65002e-06 
0.124878 0.207219 21.0208 0.125452 0.0982011 0.00371465 -0.017241 0.0350592 0.0137428 0.0165766 141.675 92.4908 1.88738e-06 0 2.02839e-06 
0.159933 0.10381 0 0 0.108365 0.00553363 0.0092446 0.037818 0.00330825 0 11.5656 1.50102 2.16979e-06 0 3.71365e-06 
0.0917265 0.143175 0 0 0.175367 0.0639892 0.00409307 0.0299917 0.00085149 0 23.8336 5.1863 3.89578 0 1.04222 
0.0740457 0.124514 6.26114 0.00398949 0.125067 0.00504863 -8.66448e-05 0.00480552 2.77348e-05 0.000824859 10.6587 66.6779 1.58628e-06 0 1.64177 
0.100629 0.177318 0 0 0.173379 0.0681793 0.00172328 0.0355008 0.005256 0 17.2114 2.53832 4.0888 0 0.894196 
0.0779209 0.18889 6.928 0.00875845 0.122143 0.00359123 -0.0112976 0.0279062 0.00286546 0.00627602 7.11322 65.8455 2.13248e-06 0 1.64177 
0.0910359 0.123931 0 0 0.130998 0.00865807 -9.39199e-06 0.0099316 0.0100826 0 12.1023 1.09626 1.34307e-06 0 0.0283629 
0.159876 0.158328 1.48356 0.000385054 0.101331 0.00261906 0.00646059 0.0473811 -0.00265183 0.0113289 0.763278 0.551153 1.40377e-06 0 1.64177 
0.216466 0.103624 7.81519 0.000140265 0.126452 0.00292022 0.000131762 0.000503086 -0.00119854 0.00136899 4.56975 0.710692 2.02305e-06 0 1.64177 
0.147125 0.136109 19.9556 0.428938 0.106019 0.0049869 0.00726491 0.0132956 -0.0153889 0.000857678 6.68823 0.42363 1.76709e-06 0 1.64177 
0.0976447 0.0725313 10.3689 0.0880549 0.130601 0.00873182 -0.0103808 0.0355745 -0.0233296 0.0418681 4.37479 2.13962 2.45313e-06 0 1.64177 
0.203513 0.178532 0 0 0.279378 0.0204666 0.000158411 0.00144648 -0.00415292 0 15.6945 2.76646 0.19231 0 0.132987 
0.0693858 0.106939 3.58817 0.000325036 0.147312 0.0155614 -0.00459208 0.00310005 -0.00263898 0.000899908 10.5651 66.7258 0.893566 0 1.78343 
0.0503661 0.210144 2.37889 0.0136949 0.152257 0.00432093 -7.39143e-05 0.00989187 -0.0109612 0.000659746 11.3447 0.903576 2.78586e-06 0 4.26496e-06 
0.156467 0.142646 0 0 0.110709 0.00768219 -0.0112954 0.027724 -0.0101099 0 2.63058 1.5534 1.49274e-06 0 0.0283629 
0.131745 0.134834 1.3357 0.144356 0.108764 0.0049654 0.00442653 0.0246232 0.008504 0.0152013 1.3134 0.521162 0.238212 0 1.6313 
0.110462 0.164378 2.69929 0.0199047 0.122596 0.00796091 0.00782964 0.0218278 0.0208012 0.0570474 7.39831 66.3723 1.94668e-06 0 1.64177 
0.124129 0.112009 0 0 0.12478 0.0182873 -0.00500886 0.0420393 0.0060026 0 5.52655 2.7157 0.756082 0 0.224106 
