0.092959 0.0226103 0.00330725 0.000937529 5 0.00295049 0.089547 0.0235001 0.0533362 0.0805064 0.104901 0.0202385 0.0169406 0.0194114 0.104901 0.0202385 
0.151026 0.0660402 8.04755e-09 0 0 0 0.145233 0.0615305 0.0678001 0.0788179 0.165507 0.10216 0.0138757 0.00720347 0.165507 0.10216 
0.0584207 0.0267878 7.8536e-09 0 0 8.04755e-09 0.0539663 0.0228013 0.0964684 0.0776654 0.0562854 0.043978 0.126146 0.109405 0.0688144 0.0379204 
0.0626338 0.0301831 7.73183e-09 0 0 0 0.0619791 0.0276681 0.0430682 0.0552657 0.0665625 0.0581934 0.0883928 0.0348081 0.0665625 0.0581934 
0.0462508 0.0146017 0 0 0 0 0.04373 0.0161053 0.0902566 0.073718 0.0538132 0.00656138 0.0919862 0.0459088 0.0538132 0.00656138 
0.0527328 0.0131137 0 0 0 0 0.0533635 0.0145547 0.0532144 0.0519433 0.0498948 0.00230067 0.0582468 0.0818595 0.0498948 0.00230067 
0.082876 0.0356875 2.29998e-08 0 0 1.53899e-08 0.08232 0.037715 0.0985094 0.0865346 0.0873238 0.0164417 0.0988501 0.0671445 0.0873238 0.0164417 
0.0505638 0.0101094 0 0 0 0 0.0462582 0.00669481 0.053331 0.0823853 0.0577399 0.0120196 0.016756 0.0199116 0.0577399 0.0120196 
0.0596354 0.0196509 2.32644e-08 0 0 1.56285e-08 0.0620023 0.020099 0.0687668 0.060822 0.0466172 0.0139149 0.154732 0.0512492 0.0466172 0.0139149 
0.0759087 0.0325081 0 0 0 0 0.0616702 0.0303336 0.135083 0.102218 0.092005 0.0277231 0.0192591 0.012161 0.0972664 0.0249621 
0.0706927 0.0410552 0 0 0 0 0.0636868 0.0219636 0.100195 0.100472 0.098716 0.0991448 0.049614 0.026061 0.098716 0.0991448 
0.0726704 0.0357816 7.96501e-09 0 0 0 0.0722139 0.0409154 0.162301 0.126434 0.0892305 0.0276675 0.0305589 0.0181767 0.0734314 0.0336391 
0.0517393 0.0208538 0 0 0 0 0.0517965 0.0235469 0.0545551 0.0576703 0.0515105 0.00571082 0.0221191 0.0304094 0.0515105 0.00571082 
0.0868294 0.0274792 0.00347161 0.00107136 1 0.00335389 0.0874888 0.035721 0.0314845 0.0229055 0.0857302 0.00938065 0.12158 0.0845593 0.0857302 0.00938065 
0.0643842 0.0201658 7.8536e-09 0 0 0 0.0641362 0.0194203 0.0226544 0.0261202 0.0647561 0.0243123 0.0473059 0.0492132 0.0647561 0.0243123 
0.0408369 0.013898 7.96501e-09 0 0 0 0.0385304 0.0164451 0.0689725 0.0784189 0.0446811 0.00998424 0.0869389 0.0805079 0.0446811 0.00998424 
0.0738973 0.0270921 8.04755e-09 0 0 0 0.0699301 0.031888 0.0993079 0.12892 0.0838154 0.00781617 0.033991 0.0167365 0.0838154 0.00781617 
0.0680275 0.0474799 0 0 0 0 0.0566424 0.0397797 0.162652 0.135645 0.122311 0.0155696 0.0789962 0.0575269 0.0870026 0.0621387 
