0.0740686 0.0155971 0.00350323 0.000749997 7 0.00347181 0.0694338 0.0155417 0.00165713 0.000923979 0.0889722 0.00854095 0.00280876 0.00129894 0.086428 0.00747615 
0.0635671 0.0312283 0.00564714 0.00589269 0 0.00730991 0.056568 0.0341797 0.0299415 0.0321683 0.0752322 0.0273887 0.0743508 0.0772697 0.0752322 0.0273887 
0.0513832 0.0212512 0.00676749 0.00429414 0 0.00741181 0.0484063 0.020615 0.0146135 0.0209337 0.0448925 0.00795136 0.0183564 0.025231 0.0560612 0.0230108 
0.0508524 0.0348537 0.00196607 0.00222741 1 0.00204171 0.0390744 0.00188513 0.0308351 0.0451567 0.0704823 0.057618 0.0450625 0.0631381 0.0704823 0.057618 
0.05348 0.0267141 0.0230677 0.0235716 1 0.021047 0.0505701 0.0225542 0.00924137 0.00584984 0.0622097 0.0474216 0.0056178 0.00678832 0.0622097 0.0474216 
0.0887733 0.00797805 0.00169839 0.0004688 4 0.00169461 0.0894939 0.00710679 0.00496985 0.0029174 0.0866116 0.0134369 0.00888971 0.0016723 0.0866116 0.0134369 
0.0402165 0.00734824 0.0148597 0.00744187 0 0.0148281 0.0385042 0.00510085 0.0134018 0.0074743 0.0444974 0.0129843 0.0853818 0.0929548 0.0444974 0.0129843 
0.0527651 0.0117273 0.00246978 0.00177192 2 0.00300699 0.0471137 0.00555574 0.0119788 0.0136854 0.0668935 0.0119501 0.0848735 0.119657 0.0668935 0.0119501 
0.0375825 0.00960553 0.0175126 0.00749986 1 0.01514 0.0385711 0.00806234 0.0154746 0.0291969 0.0351109 0.0166279 0.00330499 0.00105527 0.0351109 0.0166279 
0.0477102 0.0119838 0.00478907 0.00362265 1 0.00534163 0.0436412 0.00590384 0.0330785 0.0145311 0.0457573 0.00674418 0.0293417 0.0239047 0.0538138 0.0170281 
0.0616139 0.00539093 0.00501213 0.00273435 3 0.00293459 0.059533 0.00448338 0.00184952 0.0017044 0.0668162 0.00426525 0.00304767 0.0022094 0.0668162 0.00426525 
0.0383574 0.00945306 0.00761668 0.00214296 2 0.00821623 0.0417967 0.00795417 0.00238281 0.00173985 0.0326252 0.0103617 0.00218796 0.00164855 0.0326252 0.0103617 
0.0433211 0.00675742 0.0145941 0.00567015 1 0.0153038 0.0421878 0.00597321 0.00449168 0.00340321 0.0445551 0.00945012 0.00673686 0.000555068 0.0452639 0.00803767 
0.0455503 0.00898403 0.0146878 0.00599199 0 0.016502 0.0469978 0.0100035 0.0135447 0.0244096 0.0403502 0.00450453 0.0217138 0.0172266 0.0426554 0.00675947 
0.0466274 0.0163236 0.00769116 0.00376171 0 0.00762356 0.0477597 0.0147275 0.0374616 0.0480704 0.0512312 0.0260919 0.0446931 0.0475495 0.0445894 0.020594 
0.0349182 0.00598244 0.00344452 0.00259861 1 0.00363472 0.0334689 0.00230277 0.0193917 0.016948 0.0385414 0.0125208 0.0392036 0.0537749 0.0385414 0.0125208 
0.0571292 0.00826744 0.00258177 0.00109379 0 0.00293495 0.056683 0.0078963 0.0162032 0.0239062 0.0493785 0 0.0363142 0 0.0582445 0.0125385 
0.0351717 0.00550011 0.00563241 0.00204739 1 0.0065674 0.0364135 0.00612129 0.0323832 0.0390509 0.0335823 0.00551748 0.0282851 0.0294008 0.0333091 0.00453801 
0.0760477 0.0189051 0.00929137 0.00656243 1 0.00852508 0.0782779 0.0196604 0.00358072 0.00213176 0.0660119 0.015349 0.0039562 0.000503486 0.0660119 0.015349 
0.0333283 0.00646369 0.0080938 0.00324006 1 0.00631935 0.0305416 0.00459127 0.0230105 0.0472454 0.0416885 0.00082282 0.00111154 0.00098784 0.0416885 0.00082282 
0.0602832 0.00837327 0.00776503 0.00255217 4 0.00753123 0.0595021 0.00930312 0.00887415 0.00540315 0.0634076 0.000874131 0.00814296 0.00465347 0.0634076 0.000874131 
0.0506082 0.00642194 0.00641042 0.00413448 1 0.00641295 0.0497448 0.00632988 0.0173324 0.0137426 0.0553568 0.0063972 0.0139429 0.0155921 0.0553568 0.0063972 
0.0553998 0.0130739 0.00535767 0.00475854 0 0.0068423 0.0509668 0.00650653 0.0160548 0.0116317 0.0627883 0.0195592 0.00771165 0.00643527 0.0627883 0.0195592 
0.0548816 0.00578183 0.0146134 0.00546741 0 0.01702 0.0518089 0.00517441 0.0202426 0.00463768 0.0598668 0.000951837 0.0136009 0.00971442 0.0600029 0.000713143 
0.0819525 0.0115381 0.02669 0.00885928 2 0.027157 0.0775898 0.00910695 0.00379536 0.00303575 0.0935861 0.00980921 0.00337098 0.0029165 0.0935861 0.00980921 
0.0505555 0.00995976 0.0149373 0.0084999 3 0.0101933 0.0513584 0.0110233 0.00739213 0.0056663 0.0523766 0.00951478 0.00300301 0.00378421 0.0492173 0.00868487 
0.0485039 0.0180941 0.00611521 0.00549288 0 0.00696497 0.0419124 0.0100954 0.029391 0.0137242 0.0715744 0.0252791 0.153897 0.0262952 0.0715744 0.0252791 
0.0845604 0.0110681 0.00897187 0.00382811 2 0.00995263 0.0812033 0.0111502 0.00943529 0.00400181 0.092953 0.00636234 0.00714437 0.000544469 0.092953 0.00636234 
0.0383764 0.00547692 0.00439365 0.0025315 0 0.00397782 0.0391926 0.0054649 0.00757013 0.00742816 0.0371144 0.0064421 0.020993 0.0195247 0.0371523 0.00576274 
0.0580102 0.0131881 0.00894854 0.00637872 0 0.0105125 0.0528044 0.0102685 0.0160278 0.0108345 0.0593152 0 0.0583328 0 0.0666864 0.0147373 
0.0406422 0.0105357 0.00305288 0.00242998 0 0.00262324 0.0354078 0.00401433 0.0419153 0.0446971 0.0418164 0.00229086 0.0217411 0.0283041 0.0493661 0.0131764 
0.0347737 0.0158435 0.0137842 0.00874999 2 0.0152636 0.0281001 0.00874928 0.0556805 0.0605372 0.0447842 0.0200694 0.0127822 0.00662752 0.0447842 0.0200694 
