8.11143 -0.0147246 -0.000829953 0 0.0797321 -0.0827474 -0 7.58822 0 0 0 0.0808343 -0.0730976 -0 7.09222 0 0 0 0.0939257 -0.0720195 -0 6.64212 0 0 0 0.0994626 -0.059101 0 6.38113 0 0 0 0.0983298 -0.0459589 0 5.94803 0 0 -0 0.11005 0.0262379 0.000654987 6.39402 0 0 -0 0.104962 0.0493781 0.00114662 7.79924 0 0 -0 0.0850674 0.0769057 0.00146395 8.31691 0 0 -0 0.0746017 0.0770477 0.00137534 8.8391 0 0 -0 0.0689179 0.0796108 0.00133711 0.0708151 0.110969 169.781 0.00359046 91.3591 0.00193656 0.625 
9.12277 0 0 -0 0.069252 0.0844392 0.0013741 10.5312 0 0 -0 0.0933829 0.144368 -0.0292591 12.4642 0 0 0 0.0776774 0.144435 0.073663 13.5768 0 0 0 0.0337834 0.0717359 0.000784346 14.3886 0 0 0 0.0426379 0.0971126 0.0010019 15.1221 0 0 0 0.00972932 0.120292 0.00118083 16.0763 0 0 0 -0.0302104 0.106355 0.000982049 16.7673 0 0 0 -0.0462655 0.107202 0.000949068 17.6879 0 0 0 -0.0421187 0.108964 0.000914456 18.7366 0 0 0 -0.0329013 0.109895 0.000870651 0.0998639 0.188958 0.111357 3.89206e-08 0.0398549 7.10313e-08 0.909091 
11.191 0 0 0 0.133869 0.108546 -0.092272 15.2731 0 0 0 0.0609632 0.0867952 0 15.8705 0 0 0 0.0880614 0.0797213 0 20.4992 0 0 0 0.030115 0.042969 0 20.842 0 0 -0 0.0986794 0.0480159 -0.000341978 21.2786 0 0 0 0.150239 0.0816381 -0.0943708 23.812 0 0 -0 0.0508324 -0.00141258 2.08754e-07 23.5311 0 0 -0 0.0815489 -0.081689 0.000104709 22.7779 0 0 -0 0.000619257 -0.105864 0.000689902 22.4117 0 0 -0 0.000655269 -0.110461 0.00073162 0.0794085 0.136361 180.889 0.0224003 71.9003 0.0093675 0.384615 
21.2823 0 0 0 0.00106213 -0.168514 -0.0719399 20.4266 0 0 0 0.00110017 -0.168143 -0.0329058 16.1181 0 0 -0 -0.0138875 -0.105721 0.000973664 15.351 0 0 -0 0.0198658 -0.10858 0.00104997 14.8878 0 0 -0 0.0170892 -0.0904847 0.00090221 11.9584 0 0 0 0.0389373 -0.164198 0.00431531 11.1132 0 0 0 0.0416572 -0.164198 0.0476211 6.31651 0 0 0 0.0206355 0.0799588 0 6.90786 0 0 0 0.0134582 0.0573431 0 7.83904 0 0 0 0.0508394 0.108861 0 0.174897 0.199598 136.994 0.0697291 66.9507 0.0407927 0.344828 
47.5446 0 0 0 0.0213303 -0.00924205 -0 47.4395 0 0 0 0.0391485 -0.0154243 -0 47.0292 0 0 0 0.0398977 -0.0127779 -0 46.7134 0 0 0 -0.03919 -0.0108085 0 46.108 0 0 0 -0.0396997 -0.00961339 0 45.5136 0 0 0 0.0395485 -0.0119102 -0 45.3367 0 0 0 0.0385108 -0.0168463 0 44.8478 0 0 0 -0.040727 -0.0061561 0 44.8032 0 0 0 -0.0410825 -0.00492409 0 44.7839 0 0 0 -0.0409874 -0.00190128 0 0.127961 0.177953 0.0193504 0.00658206 0.00869659 0.00201521 0.285714 
44.7404 0 0 0 -0.0416073 -0.00643899 0 44.6972 0 0 0 -0.0418158 -0.00646016 0 44.6584 0 0 0 -0.0419587 -0.0069374 0 44.6312 0 0 0 -0.0410489 -0.00189667 0 44.6119 0 0 0 -0.0413016 -0.00325706 0 44.5358 0 0 0 -0.0421903 -0.00527031 0 44.5112 0 0 0 -0.0416093 -0.00432147 0 44.4544 0 0 0 0.0331146 -0.016927 -0 44.3308 0 0 0 0.0373026 -0.0192288 -0 44.1877 0 0 0 0.0381458 -0.0145501 -0 0.171077 0.162589 0.0235458 2.15446e-08 0.00383281 3.07361e-08 0.714286 
44.1918 0 0 0 -0.0418252 0.0181429 0 44.3051 0 0 0 -0.0411471 0.02577 0 44.4304 0 0 0 -0.0428767 0.0103479 0 44.4869 0 0 0 -0.0437772 0.00707211 0 44.5119 0 0 0 -0.0436981 0.00762446 0 44.5707 0 0 0 -0.0427098 0.00940286 0 44.9629 0 0 0 -0.0417355 0.0150465 0 45.0507 0 0 0 -0.043486 0.0086848 0 45.0323 0 0 0 0.0386995 -0.00946356 -0 44.9766 0 0 0 0.0387914 -0.00640113 -0 0.170947 0.150225 0.0235065 2.262e-08 0.00230009 3.91158e-08 0.769231 
44.9401 0 0 0 0.0388368 -0.00790813 -0 44.8771 0 0 0 0.0396056 -0.00321438 -0 44.8532 0 0 0 0.0399304 -0.0030095 -0 44.8092 0 0 0 0.0385283 -0.00846593 -0 44.7509 0 0 0 0.0388051 -0.00761027 -0 44.7108 0 0 0 0.0389917 -0.00504465 -0 44.6798 0 0 0 0.0389196 -0.00566763 -0 44.6592 0 0 0 0.0400718 -0.00121445 -0 44.5904 0 0 0 0.0394333 -0.0075142 0 44.5424 0 0 0 0.0394881 -0.00496177 0 0.131425 0.159529 0.0242469 2.85503e-08 0.00216492 4.81247e-08 0.769231 
44.5193 0 0 0 0.0392545 -0.00446991 0 44.5016 0 0 0 0.0391493 -0.00367545 0 44.4958 0 0 0 0.0400883 0.00038586 0 44.489 0 0 0 0.0395695 -0.00360522 0 44.446 0 0 0 0.0391038 -0.00519601 0 44.4243 0 0 0 0.0397948 -0.00368289 0 44.4056 0 0 0 0.0395778 -0.00311949 0 44.3968 0 0 0 0.0392914 -0.00139208 0 44.4159 0 0 0 0.0400114 0.00160577 0 44.4131 0 0 0 0.0392645 -0.00379579 0 0.11826 0.173584 184.74 2.5869e-08 111.855 3.98754e-08 0.909091 
41.7268 0 0 0 0.190863 0.0184504 0 42.3114 0 0 0 0.171973 0.0443741 0 42.6907 0 0 0 0.196438 0.0586693 0 43.262 0 0 0 0.179799 0.061908 0 43.6306 0 0 -0 0.196983 0.0730931 0.000248674 41.4192 0 0 -0 -0.089481 -0.171124 -0.000613272 40.9901 0 0 0 -0.188842 0.0379472 -0 41.2913 0 0 0 -0.178471 0.0809152 -0 42.2622 0 0 0 -0.133513 0.121758 -0 43.0594 0 0 0 -0.132329 0.125638 -0 0.12489 0.181861 151.413 2.76416e-08 85.7971 4.21353e-08 0.555556 
