1 2051.034179 1276.921752 10.671875 -0.012257 0.037445 0.000000 2053.326660 1278.031860 11.641975 -0.907739 -0.394319 -0.143255 50.000000 34.430225 1  0  0  0  0  31  0  2  2038.280273 1272.346801 10.679658 -0.059603 0.086950 0.000000 34.430225 1  0  0  0  0  0  288  1  0.218261 -0.058471 -0.209918 2050.494628 1277.106933 11.421256 2038.566162 1272.317260 10.469739 24 0.000000 18 0.000000 1544028970 202656079 
1 2050.966552 1277.136108 10.671875 -0.011254 0.038409 0.000000 2053.233886 1278.361450 11.632502 -0.920204 -0.365720 -0.139543 50.000000 34.430225 1  0  0  0  0  31  0  2  2037.874877 1272.938232 10.679658 -0.059300 0.086508 0.000000 34.430225 1  0  0  0  0  0  288  1  0.124267 0.113525 -0.122220 2050.428710 1277.375976 11.424757 2037.992065 1272.988281 10.557438 24 0.000000 18 0.000000 1544028970 202656210 
1 2050.881591 1277.421752 10.671875 -0.014295 0.037037 0.000000 2053.210205 1278.511840 11.613515 -0.928306 -0.347553 -0.132112 50.000000 34.430225 1  0  0  0  0  31  0  2  2037.479858 1273.514282 10.671875 -0.059300 0.086508 0.000000 34.430225 1  0  0  0  0  0  288  1  0.378906 -0.009887 0.056118 2050.372802 1277.648315 11.432016 2037.868408 1273.617797 10.727993 24 0.000000 18 0.000000 1544028970 202656347 
1 2050.811035 1277.604492 10.671875 -0.014106 0.037368 0.000000 2053.177734 1278.638183 11.575379 -0.942377 -0.313341 -0.117229 50.000000 24.403457 1  0  0  0  0  31  0  2  2037.286621 1273.818115 10.671875 -0.053006 0.090502 0.000000 24.403457 1  0  0  0  0  0  288  1  0.204345 -0.021484 0.038204 2050.283203 1277.868164 11.432920 2037.401733 1274.011840 10.710079 24 0.000000 18 0.000000 1544028971 202656461 
0 2050.718017 1277.852050 10.671875 -0.014306 0.037450 0.000000 2053.107666 1278.823974 11.575379 -0.943270 -0.310640 -0.117229 50.000000 105.640480 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 24 0.000000 0 0.000000 1544028971 202656598 
1 2050.630859 1278.134643 10.671875 -0.008853 0.038306 0.000000 2053.096923 1278.863769 11.584932 -0.960530 -0.250504 -0.120953 50.000000 21.270111 1  0  0  0  0  31  0  2  2036.764038 1275.126098 10.671875 -0.038200 0.098129 0.000000 21.270111 1  0  0  0  0  0  288  1  0.377929 0.004882 0.035913 2050.157470 1278.376708 11.432366 2037.079223 1275.316894 10.707788 24 0.000000 18 0.000000 1544028971 202656707 
1 2050.600097 1278.297851 10.671875 -0.006556 0.038846 0.000000 2053.049316 1279.041015 11.584932 -0.964019 -0.236721 -0.120953 50.000000 21.270111 1  0  0  0  0  31  0  2  2036.506835 1275.786621 10.671875 -0.038047 0.097738 0.000000 21.270111 1  0  0  0  0  0  288  1  0.211669 0.020568 0.100178 2050.114257 1278.592895 11.431725 2036.717407 1275.807739 10.772053 18 0.000000 18 0.000000 1544028971 202656815 
1 2050.552001 1278.563110 10.671875 -0.006737 0.038741 0.000000 2053.029541 1279.218261 11.584932 -0.969190 -0.214569 -0.120953 50.000000 21.270111 1  0  0  0  0  31  0  2  2036.252075 1276.441040 10.671875 -0.038186 0.098094 0.000000 21.270111 1  0  0  0  0  0  288  1  0.384521 -0.157897 0.183797 2050.080566 1278.845214 11.431972 2036.705566 1276.325927 10.855672 18 0.000000 18 0.000000 1544028971 202656940 
1 2050.528320 1278.758056 10.671875 -0.004247 0.039839 0.000000 2053.005126 1279.381469 11.584932 -0.970998 -0.206232 -0.120953 50.000000 20.956771 1  0  0  0  0  31  0  2  2036.058105 1276.939453 10.671875 -0.038047 0.097738 0.000000 20.956771 1  0  0  0  0  0  288  1  0.350830 -0.052612 0.087733 2050.059814 1279.085693 11.428822 2036.414794 1276.985229 10.759608 18 0.000000 18 0.000000 1544028971 202657060 
0 2050.508789 1279.047973 10.671875 -0.001966 0.039909 0.000000 2052.994873 1279.546020 11.604001 -0.975072 -0.180962 -0.128394 50.000000 96.941658 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 18 0.000000 0 0.000000 1544028971 202657173 
