0 2048.958496 1251.582519 10.671875 -0.026630 0.012454 0.000000 2051.314208 1252.660522 11.512599 -0.940115 -0.327970 -0.092833 50.000000 107.629318 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  2002.781738 1237.304687 10.336757 2048.407470 1251.806762 11.444089 2002.781738 1237.304687 10.336757 19 0.000000 0 0.000000 1544258074 431791862 
0 2048.813476 1251.656616 10.671875 -0.024466 0.013056 0.000000 2051.169189 1252.737060 11.512599 -0.940115 -0.327970 -0.092833 50.000000 107.629318 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  1998.681640 1237.304687 10.576528 2048.270507 1251.883178 11.445397 1998.681640 1237.304687 10.576528 19 0.000000 0 0.000000 1544258074 431791969 
0 2048.718505 1251.706420 10.671875 -0.025079 0.013141 0.000000 2051.169189 1252.737060 11.512599 -0.940115 -0.327970 -0.092833 50.000000 105.988029 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  1989.398437 1237.516235 10.573286 2048.133789 1251.975708 11.445244 1989.398437 1237.516235 10.573286 19 0.000000 0 0.000000 1544258074 431792062 
0 2048.471923 1251.854125 10.671875 -0.023081 0.015312 0.000000 2050.925292 1252.685302 11.502964 -0.969215 -0.229529 -0.089098 50.000000 101.720687 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  1987.394775 1241.374511 10.332169 2047.959716 1252.146972 11.445648 1987.394775 1241.374511 10.332169 19 0.000000 0 0.000000 1544258074 431792245 
0 2048.272216 1251.992919 10.671875 -0.024371 0.016037 0.000000 2050.824951 1252.700561 11.522225 -0.974709 -0.201533 -0.096566 50.000000 99.258758 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  2000.658325 1245.012939 9.812978 2047.795410 1252.270141 11.441137 2000.658325 1245.012939 9.812978 19 0.000000 0 0.000000 1544258075 431792398 
0 2048.169189 1252.060424 10.671875 -0.024186 0.016180 0.000000 2050.660156 1252.764160 11.541445 -0.978331 -0.179010 -0.104028 50.000000 98.766372 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  2012.635009 1247.199951 9.820312 2047.655883 1252.336181 11.436701 2012.635009 1247.199951 9.820312 19 0.000000 0 0.000000 1544258075 431792483 
0 2047.978027 1252.193847 10.671875 -0.023964 0.016953 0.000000 2050.486816 1252.810791 11.551040 -0.983513 -0.145223 -0.107757 50.000000 96.796829 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  2018.513427 1250.198852 9.820312 2047.456298 1252.546508 11.433458 2018.513427 1250.198852 9.820312 19 0.000000 0 0.000000 1544258075 431792681 
0 2047.809448 1252.324951 10.671875 -0.021386 0.018323 0.000000 2050.380126 1252.771484 11.579754 -0.988687 -0.091387 -0.118934 50.000000 93.021873 1  0  0  0  0  31  0  2  0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0  0  0  0  0  0  0  0  0  2017.640991 1251.173461 9.820312 2047.326538 1252.669189 11.431172 2017.640991 1251.173461 9.820312 19 0.000000 0 0.000000 1544258075 431792798 
1 2047.661621 1252.461547 10.671875 -0.020578 0.018995 0.000000 2050.256835 1252.809692 11.608358 -0.989677 -0.060108 -0.130097 50.000000 91.216461 1  0  0  0  0  31  0  2  2028.546508 1252.598022 10.820312 0.045332 0.094579 0.000000 334.391265 1  0  0  0  0  0  286  1  1  0.016479 -0.161865 -0.465117 2047.183471 1252.818847 11.426191 2028.466552 1252.417480 10.355195 19 0.000000 18 0.000000 1544258075 431792937 
1 2047.513916 1252.605590 10.671875 -0.019238 0.020038 0.000000 2050.132080 1252.854492 11.617867 -0.990585 -0.028884 -0.133814 50.000000 89.082794 1  0  0  0  0  31  0  2  2028.864135 1253.261108 10.820312 0.045437 0.094797 0.000000 334.391265 1  0  0  0  0  0  286  1  1  0.260864 0.221679 -0.373741 2047.045898 1252.964355 11.424942 2029.155883 1253.312866 10.446571 19 0.000000 18 0.000000 1544258075 431793073 
1 2047.395263 1252.733642 10.671875 -0.018523 0.020276 0.000000 2049.927001 1252.997924 11.617867 -0.990992 0.005177 -0.133814 50.000000 88.262153 1  0  0  0  0  31  0  2  2029.142456 1253.842041 10.820312 0.045332 0.094579 0.000000 334.391265 1  0  0  0  0  0  286  1  1  0.084472 0.220703 -0.311462 2046.948364 1253.134033 11.430598 2029.337280 1254.068969 10.508850 19 0.000000 18 0.000000 1544258075 431793214 
0 2047.281005 1252.854003 10.671875 -0.020663 0.020787 0.000000 2049.830078 1253.036987 11.560623 -0.993095 0.036497 -0.111484 50.000000 86.456733 1  0  0  0  0  31  0  2  2029.370239 1254.317626 10.820312 0.045349 0.094614 0.000000 334.391265 1  0  0  0  0  0  286  1  0  2007.155273 1256.463745 9.820312 2046.844970 1253.266113 11.438161 2007.155273 1256.463745 9.820312 19 0.000000 18 0.000000 1544258076 431793330 
1 2047.106811 1253.040161 10.671875 -0.019749 0.021484 0.000000 2049.721435 1253.134643 11.541445 -0.993552 0.045067 -0.104028 50.000000 85.471961 1  0  0  0  0  31  0  2  2029.826171 1255.269042 10.820312 0.045357 0.094632 0.000000 334.391265 1  0  0  0  0  0  286  1  1  0.113159 -0.131835 0.072404 2046.690917 1253.444580 11.443958 2029.835327 1255.027465 10.892717 19 0.000000 18 0.000000 1544258076 431793508 
1 2047.023437 1253.131347 10.671875 -0.019804 0.021859 0.000000 2049.614501 1253.176391 11.502964 -0.993083 0.076458 -0.089098 50.000000 83.994804 1  0  0  0  0  31  0  2  2030.053222 1255.742797 10.820312 0.045332 0.094579 0.000000 334.391265 1  0  0  0  0  0  286  1  1  0.368652 -0.209960 0.205920 2046.611206 1253.561767 11.447018 2030.272094 1255.347290 11.026232 19 0.000000 18 0.000000 1544258076 431793597 
0 2046.921997 1253.249877 10.671875 -0.018135 0.021850 0.000000 2049.515136 1253.250488 11.493320 -0.991948 0.093545 -0.085362 50.000000 83.010032 1  0  0  0  0  31  0  2  2030.335083 1256.310791 10.820312 0.052226 0.091629 0.000000 326.557861 1  0  0  0  0  0  286  1  0  1979.639160 1261.780273 10.103542 2046.484130 1253.707275 11.446640 1979.639160 1261.780273 10.103542 19 0.000000 18 0.000000 1544258076 431793727 
0 2046.824218 1253.377685 10.671875 -0.016717 0.022022 0.000000 2049.416992 1253.341186 11.493320 -0.990507 0.107743 -0.085362 50.000000 82.189392 1  0  0  0  0  31  0  2  2030.804321 1256.867553 10.820312 0.070897 0.077292 0.000000 317.471069 1  0  0  0  0  0  286  1  0  1978.192138 1264.041503 10.643997 2046.398071 1253.848754 11.446702 1978.192138 1264.041503 10.643997 19 0.000000 18 0.000000 1544258076 431793863 
0 2046.716796 1253.519409 10.671875 -0.016581 0.022573 0.000000 2049.306396 1253.401245 11.502964 -0.986297 0.138850 -0.089098 50.000000 80.383972 1  0  0  0  0  31  0  2  2031.167358 1257.263305 10.820312 0.070896 0.077291 0.000000 317.471069 1  0  0  0  0  0  286  1  0  1967.685302 1268.050170 9.820312 2046.294921 1254.001342 11.440337 1967.685302 1268.050170 9.820312 19 0.000000 18 0.000000 1544258076 431793960 
1 2046.588134 1253.710449 10.671875 -0.014905 0.023098 0.000000 2049.158935 1253.490600 11.560624 -0.977717 0.177878 -0.111484 50.000000 78.086181 1  0  0  0  0  31  0  2  2031.593505 1257.727783 10.820312 0.070896 0.077291 0.000000 317.471069 1  0  0  0  0  0  286  1  1  0.116516 -0.115234 0.035178 2046.228393 1254.185791 11.433837 2031.711547 1257.688354 10.855490 19 0.000000 18 0.000000 1544258076 431794114 
1 2046.501220 1253.848022 10.671875 -0.015511 0.024101 0.000000 2049.056152 1253.518554 11.589302 -0.967889 0.219421 -0.122657 50.000000 75.624252 1  0  0  0  0  31  0  2  2031.945312 1258.111328 10.820312 0.071232 0.077657 0.000000 317.471069 1  0  0  0  0  0  286  1  1  0.103515 0.087890 -0.182303 2046.135620 1254.314453 11.427350 2032.178466 1258.218139 10.638009 19 0.000000 18 0.000000 1544258076 431794196 
1 2046.437011 1253.947265 10.671875 -0.015427 0.024630 0.000000 2048.936523 1253.564697 11.617867 -0.956178 0.260416 -0.133814 50.000000 74.147094 1  0  0  0  0  31  0  2  2032.452148 1258.663696 10.820312 0.070896 0.077291 0.000000 317.471069 1  0  0  0  0  0  286  1  1  0.242004 0.414306 -0.321633 2046.056518 1254.480346 11.425288 2032.930664 1258.832519 10.498679 19 0.000000 18 0.000000 1544258077 431794317 
1 2046.343750 1254.108886 10.671875 -0.014206 0.025490 0.000000 2048.835937 1253.619628 11.617867 -0.945820 0.295834 -0.133814 50.000000 71.521034 1  0  0  0  0  31  0  2  2032.967773 1259.005615 10.820312 0.100719 0.029257 0.000000 278.697662 1  0  0  0  0  0  286  1  1  0.019104 0.308105 -0.415106 2045.985473 1254.642700 11.425098 2033.125610 1259.290283 10.405205 19 0.000000 18 0.000000 1544258077 431794437 
