1 2029.480834 1342.704345 10.820312 0.024041 0.014264 0.000000 2026.831909 1343.044799 11.666666 0.965542 -0.242281 -0.095016 50.000000 255.304061 1  0  0  0  0  31  0  1  2046.607910 1337.899536 10.671875 0.018513 0.108340 0.000000 350.302673 1  0  0  0  0  31  287  2  -0.339477 0.136352 0.488952 2029.858886 1342.311767 11.590513 2046.306884 1338.142089 11.160827 23 0.000000 18 0.000000 1544081316 255011314 
1 2029.640502 1342.802612 10.820312 0.024805 0.014711 0.000000 2026.943847 1343.050781 11.666666 0.971401 -0.217602 -0.095016 50.000000 257.296508 1  0  0  0  0  31  0  1  2046.684326 1338.347045 10.671875 0.018879 0.110478 0.000000 351.869354 1  0  0  0  0  31  287  2  -0.349731 0.115356 0.453468 2030.013427 1342.407592 11.590405 2046.401000 1338.770629 11.125343 23 0.000000 18 0.000000 1544081317 255011428 
1 2029.766967 1342.876708 10.820312 0.025540 0.015226 0.000000 2027.192749 1343.061401 11.666666 0.982374 -0.160972 -0.095016 50.000000 258.831024 1  0  0  0  0  31  0  1  2046.551025 1339.391967 10.671875 -0.031783 0.110870 0.000000 17.876247 1  0  0  0  0  31  287  2  -0.338867 0.267639 0.433333 2030.177978 1342.523193 11.590846 2046.242309 1339.585937 11.105208 23 0.000000 18 0.000000 1544081317 255011558 
1 2029.950439 1342.993530 10.820312 0.024019 0.016296 0.000000 2027.335083 1343.082031 11.666666 0.986400 -0.134111 -0.095016 50.000000 260.882629 1  0  0  0  0  31  0  1  2046.369384 1339.907592 10.671875 -0.037828 0.105324 0.000000 19.756267 1  0  0  0  0  31  287  2  -0.080566 0.262268 0.466334 2030.330566 1342.624633 11.590856 2046.216796 1340.226806 11.138209 18 0.000000 18 0.000000 1544081317 255011684 
1 2030.065307 1343.075927 10.820312 0.022528 0.016805 0.000000 2027.470214 1343.101196 11.676286 0.989501 -0.105528 -0.098748 50.000000 262.309906 1  0  0  0  0  31  0  1  2046.165893 1340.474121 10.671875 -0.042582 0.118561 0.000000 19.756267 1  0  0  0  0  31  287  2  -0.004150 0.322265 0.362930 2030.478027 1342.734252 11.586143 2046.009643 1340.956542 11.034805 18 0.000000 18 0.000000 1544081317 255011803 
1 2030.221313 1343.190307 10.820312 0.022767 0.017413 0.000000 2027.588623 1343.116821 11.695495 0.991227 -0.078667 -0.106209 50.000000 264.348449 1  0  0  0  0  31  0  1  2045.842407 1341.252441 10.671875 -0.045334 0.104180 0.000000 23.516319 1  0  0  0  0  31  287  2  -0.096435 0.261596 0.469095 2030.623291 1342.845825 11.586144 2045.649658 1341.509765 11.140970 18 0.000000 18 0.000000 1544081317 255011917 
1 2030.328002 1343.280395 10.820312 0.020702 0.018449 0.000000 2027.720703 1343.140380 11.695495 0.993165 -0.048389 -0.106209 50.000000 265.842346 1  0  0  0  0  31  0  1  2045.568969 1341.880493 10.671875 -0.048046 0.110413 0.000000 24.456329 1  0  0  0  0  31  287  2  -0.102050 0.171081 0.523516 2030.757568 1342.944946 11.585477 2045.440185 1341.946655 11.195391 18 0.000000 18 0.000000 1544081317 255012013 
0 2030.412841 1343.358642 10.820312 0.020367 0.019040 0.000000 2027.827148 1343.160156 11.695495 0.994142 -0.020025 -0.106209 50.000000 267.243408 1  0  0  0  0  31  0  1  2045.287353 1342.432250 10.671875 -0.057642 0.107429 0.000000 28.216358 1  0  0  0  0  31  287  2  2056.111083 1342.046508 10.864553 2030.885253 1343.069335 11.585502 2056.111083 1342.046508 10.864553 18 0.000000 18 0.000000 1544081317 255012132 
1 2030.563354 1343.503417 10.820312 0.019676 0.019509 0.000000 2027.955444 1343.193969 11.714659 0.993466 0.010264 -0.113663 50.000000 269.317565 1  0  0  0  0  31  0  1  2045.117431 1343.174316 10.671875 0.016468 0.110295 0.000000 344.007965 1  0  0  0  0  31  287  2  -0.147705 -0.129272 0.204704 2031.015747 1343.195434 11.578701 2044.917602 1342.955200 10.876579 18 0.000000 18 0.000000 1544081317 255012251 
1 2030.695068 1343.634643 10.820312 0.020896 0.020395 0.000000 2028.062988 1343.256225 11.743316 0.991876 0.024458 -0.124833 50.000000 272.176300 1  0  0  0  0  31  0  1  2045.361450 1343.723022 10.671875 0.056441 0.112625 0.000000 330.249145 1  0  0  0  0  31  287  2  -0.156250 -0.066894 -0.033350 2031.151367 1343.348022 11.576004 2045.140258 1343.827270 10.638524 18 0.000000 18 0.000000 1544081318 255012382 
0 2030.799438 1343.739868 10.820312 0.020424 0.021281 0.000000 2028.202392 1343.233032 11.752843 0.988570 0.078752 -0.128553 50.000000 273.607788 1  0  0  0  0  31  0  1  2045.833618 1344.263671 10.671875 0.090234 0.072920 0.000000 307.062286 1  0  0  0  0  31  287  2  0.000000 0.000000 0.000000 2031.285034 1343.469970 11.573081 801.640869 0.000000 0.000000 18 0.000000 18 0.000000 1544081318 255012481 
1 2030.899047 1343.846313 10.820312 0.019550 0.021463 0.000000 2028.319091 1343.285034 11.762357 0.986171 0.099853 -0.132271 50.000000 274.507141 1  0  0  0  0  31  0  1  2046.199951 1344.520507 10.671875 0.094853 0.061572 0.000000 302.988891 1  0  0  0  0  31  287  2  -0.163330 0.155273 -0.429482 2031.406372 1343.598754 11.566286 2046.366210 1344.910644 10.242392 18 0.000000 18 0.000000 1544081318 255012601 
1 2031.038940 1344.005371 10.820312 0.019311 0.021591 0.000000 2028.449340 1343.380737 11.800272 0.982786 0.111735 -0.147123 50.000000 275.384582 1  0  0  0  0  31  0  1  2046.967041 1345.096069 10.671875 0.078485 0.094003 0.000000 328.015655 1  0  0  0  0  31  287  2  -0.110839 0.322998 -0.376216 2031.513305 1343.745117 11.567818 2047.164794 1345.438110 10.295658 18 0.000000 18 0.000000 1544081318 255012736 
